site      roi       npix      medx      medy      neuropil_pix  radius      aspect_ratio   skew        std         mrs         mrs0        compact     solidity  
20        57        295       186       184       655           9.3265      1.0041         0.3694      103.0897    1.6738      6.3702      1.0016      1.0709    
20        58        111       48        182       540           5.6648      1.0078         0.3374      105.1589    0.9798      3.7170      1.0047      1.1598    
20        59        37        233       181       373           3.6687      1.0775         0.4006      169.3475    0.5868      2.1962      1.0185      1.2830    
20        60        30        238       184       856           3.1757      1.0327         0.4533      189.9416    0.5289      1.9950      1.0105      1.3023    
20        61        43        260       187       748           3.6954      1.0940         0.3880      187.9135    0.6162      2.3095      1.0170      1.3571    
20        62        24        284       187       776           2.6620      1.0620         0.4979      208.2145    0.4372      1.6354      1.0191      1.4615    
20        63        134       409       191       512           6.6809      1.0581         0.3324      125.2214    1.1255      4.2724      1.0041      1.1467    
20        64        152       426       211       528           7.3710      1.0947         1.1383      189.3008    1.2345      4.6237      1.0177      1.1185    
20        65        48        305       214       381           3.9137      1.1157         0.3343      188.9975    0.6206      2.3428      1.0097      1.3000    
20        66        19        40        218       840           3.3273      1.3442         0.5009      174.7249    0.4406      1.4753      1.1385      1.5000    
20        67        350       144       227       857           12.7696     1.2575         0.2899      92.2037     1.9043      6.8635      1.0575      1.0555    
20        68        140       121       221       491           7.7462      1.1655         0.4037      102.4061    1.1830      4.3821      1.0290      1.1477    
20        69        63        247       221       873           4.4077      1.1211         0.2963      188.5433    0.7583      2.8660      1.0085      1.2211    
20        70        104       409       224       512           6.6383      1.2018         0.2980      128.7601    1.0175      3.7170      1.0435      1.1598    
20        71        82        352       229       452           6.1663      1.2012         0.2635      135.8103    0.9137      3.3717      1.0329      1.2030    
