site           roi      hw_raw     hw_norm   orth_norm
28.0           4.0       60.01       56.18    0.076417
28.0           5.0       72.38       64.05     0.17165
28.0           6.0       61.47       54.44     0.12173
28.0           7.0       56.07       54.44    0.040222
28.0           8.0       38.02       48.42    -0.47392
28.0           9.0          73       64.49     0.16088
28.0          10.0       61.01       57.85    0.063713
28.0          11.0       77.75       64.94     0.22035
28.0          12.0       61.71       56.08     0.11465
28.0          13.0       91.46       68.49     0.31965
28.0          14.0        59.3       56.71    0.054121
28.0          15.0       50.35        51.1   -0.024219
28.0          16.0       53.75       53.84  -0.0030631
28.0          17.0        null        null        null
28.0          18.0        null        null        null
28.0          19.0        null        null        null
28.0          20.0        null        null        null
28.0          21.0       50.05        45.6    0.075806
28.0          22.0       70.83       58.53     0.24491
28.0          23.0       89.93       46.39     0.43031
28.0          24.0        81.7       54.43     0.45675
28.0          25.0        null        null        null
28.0          26.0        null        null        null
28.0          27.0       84.26       80.34    0.042986
28.0          28.0       68.18       52.69      0.2948
28.0          29.0        null        null        null
28.0          30.0       83.31       70.08     0.18833
28.0          31.0       77.81       68.81     0.15136
28.0          32.0        null        null        null
28.0          33.0       67.93       55.87     0.22227
28.0          34.0        null        null        null
28.0          35.0       67.22       60.97     0.13587
28.0          36.0        null        null        null
28.0          37.0        null        null        null
28.0          38.0       73.87       72.08    0.026198
28.0          39.0        null        null        null
28.0          40.0       55.18       45.47     0.20707
28.0          41.0        null        null        null
28.0          42.0       82.02       56.36     0.40635
28.0          43.0        null        null        null
28.0          44.0       48.69       49.62   -0.026576
28.0          45.0       47.03       47.43   -0.012305
28.0          46.0       62.78       54.29     0.14106
28.0          47.0       80.92       61.41     0.26267
28.0          48.0        70.4        57.6     0.22562
28.0          49.0       85.69       56.02     0.43024
28.0          50.0       64.63       51.19      0.2474
28.0          51.0       57.58       55.95    0.029051
28.0          52.0       71.25       51.33     0.31338
28.0          53.0       57.07       52.32     0.11478
28.0          54.0       64.78       61.79    0.026127
28.0          55.0          75       57.09      0.1543
28.0          56.0        53.1       46.34      0.1601
28.0          57.0       59.25       52.35    0.099059
28.0          58.0       37.87       38.39   -0.023236
28.0          59.0       77.96       68.02     0.15449
28.0          60.0       46.75       47.19   0.0043604
28.0          61.0       58.25       56.66    0.041199
28.0          62.0       72.24       57.85       0.123
28.0          63.0       51.63       50.89    0.019165
28.0          64.0       57.19       54.64    0.057715
28.0          65.0       72.41       68.57    0.056192
28.0          66.0       54.84       49.95    0.097049
28.0          67.0       43.01       42.93  -0.0018228
28.0          68.0       47.99       43.29     0.10043
28.0          69.0       55.67       55.62  -0.0038882
28.0          70.0       68.15       62.23    0.092493
28.0          71.0       58.87       57.22    0.022957
28.0          72.0        47.6       46.57    0.030826
28.0          73.0       61.19       58.66    0.051907
28.0          74.0       49.49       48.45    0.029292
28.0          75.0       71.26       63.99    0.076662
28.0          76.0       42.02       42.57   -0.019424
28.0          77.0       66.75       64.21    0.050544
28.0          78.0        61.9       53.63     0.14752
28.0          79.0       48.39        48.6   -0.005759
28.0          80.0       69.66       61.05     0.13938
28.0          81.0       60.19       52.93     0.13995
28.0          82.0       54.72       52.86    0.051414
28.0          83.0        41.7       41.73  -0.0040126
28.0          84.0       51.09       51.17  0.00099128
28.0          85.0       51.35        51.9   -0.018574
28.0          86.0       52.67       42.94     0.21563
28.0          87.0        76.2       71.26    0.059435
28.0          88.0       59.65       47.68     0.26026
28.0          89.0        null        null        null
28.0          90.0       69.41       66.96    0.033221
28.0          91.0        null        null        null
28.0          92.0       46.36       45.62     0.02972
28.0          93.0        null        null        null
28.0          94.0       68.45       45.88     0.30263
28.0          95.0        50.5        45.3     0.13723
28.0          96.0       54.06       50.75    0.094906
28.0          97.0       51.97       45.52     0.11511
28.0          98.0       61.52       55.92      0.1335
28.0          99.0        50.4       48.36    0.050689
28.0         100.0       44.11       43.71    0.018611
28.0         101.0       96.82       80.52     0.31664
28.0         102.0       57.24       57.42  -0.0051079
28.0         103.0       51.61        48.7    0.082136
28.0         104.0       40.83       40.09   0.0066727
28.0         105.0       50.76       46.04     0.14354
28.0         106.0       55.22       56.28   -0.049739
28.0         107.0       55.79       55.05   -0.015131
28.0         108.0        null        null        null
28.0         109.0        null        null        null
28.0         110.0       78.12       43.48     0.34915
28.0         111.0       51.69       47.86     0.10426
28.0         112.0       60.63       51.52      0.1855
28.0         113.0       41.88       42.41   -0.021134
28.0         114.0        null        null        null
28.0         115.0       52.93       55.36   -0.046678
28.0         116.0        null        null        null
28.0         117.0       61.75       59.55    0.052705
28.0         118.0          53       50.72    0.041566
28.0         119.0       54.18       58.48   -0.086831
29.0           0.0       59.05       58.52   -0.022587
29.0           1.0        60.5       62.77  -0.0067393
29.0           2.0       60.39       58.45    0.041337
29.0           3.0       60.37       50.63      0.1233
29.0           4.0       51.65       48.94     0.06489
29.0           5.0       54.37        57.3   -0.073833
29.0           6.0       64.89       59.92    0.099747
29.0           7.0       66.29       56.94     0.16286
29.0           8.0       56.12       55.43    0.017577
29.0           9.0       62.14       48.93     0.26842
29.0          10.0       68.01       57.04     0.18554
29.0          11.0       80.25       61.67     0.26978
29.0          12.0        null        null        null
