site        roi         bsf         bdr         dsi         osi         dcv         ocv         
9           2           3.84        330         0.221128    0.570444    0.901485    0.639229    
9           3           5.12        150         0.395476    0.996955    0.733454    0.175809    
9           4           3.84        0           0.232318    0.978649    0.795766    0.245169    
9           5           2.56        60          0.0151068   0.805239    0.912261    0.490087    
9           6           2.56        270         0.073298    0.585989    0.936797    0.687818    
9           7           2.56        300         0.127824    0.428396    0.853291    0.714451    
9           8           3.84        0           0.218364    0.941092    0.873222    0.35353     
9           9           3.84        0           0.254587    0.884498    0.821855    0.400605    
9           10          3.84        330         0.076875    0.401139    0.972699    0.723527    
9           11          2.56        270         0.0277446   0.450617    0.964687    0.76353     
9           12          2.56        270         0.0435385   0.488306    0.95716     0.714942    
9           13          2.56        270         0.0773024   0.551204    0.967511    0.715683    
9           14          1.92        300         0.0545756   0.388954    0.916586    0.819828    
9           15          3.84        0           0.187816    0.215158    0.943596    0.839248    
9           16          1.92        270         0.193063    0.460546    0.822888    0.754728    
9           17          2.56        120         0.0160402   0.354764    0.967527    0.786424    
